,1,54.34,77.38
59760,59740,60.65,71.32
59820,59800,60.68,71.32
59880,59860,60.65,71.3
59940,59920,60.67,71.32
60000,59980,60.63,71.32
60060,60040,60.59,71.32
60120,60100,60.57,71.32
60180,60160,60.64,71.34
60240,60220,60.63,71.34
60300,60280,60.57,71.34
60360,60340,60.63,71.32
60420,60400,60.62,71.34
60480,60460,60.45,71.34
60540,60520,60.46,71.32
60600,60580,60.39,71.32
60660,60640,60.33,71.24
60720,60700,60.32,71.36
60780,60760,60.36,71.3
60840,60820,60.35,71.3
60900,60880,60.36,71.32
60960,60940,60.32,71.32
61020,61000,60.34,71.28
61080,61060,60.33,71.26
61140,61120,60.26,71.3
61200,61180,60.36,71.22
61260,61240,60.43,71.26
61320,61300,60.38,71.3
61380,61360,60.32,71.26
61440,61420,60.34,71.26
61500,61480,60.3,71.32
61560,61540,60.22,71.26
61620,61600,60.2,71.28
61680,61660,60.25,71.28
61740,61720,60.33,71.26
61800,61780,60.37,71.26
61860,61840,60.33,71.26
61920,61900,60.31,71.26
61980,61960,60.25,71.26
62040,62020,60.14,71.26
62100,62080,60.24,71.26
62160,62140,60.15,71.26
62220,62200,60.15,71.22
62280,62260,60.14,71.26
62340,62320,60.14,71.2
62400,62380,60.23,71.26
62460,62440,60.27,71.24
62520,62500,60.3,71.22
62580,62560,60.21,71.2
62640,62620,60.14,71.2
62700,62680,60.13,71.22
62760,62740,60.2,71.18
62820,62800,60.13,71.22
62880,62860,60.2,71.2
62940,62920,60.17,71.2
63000,62980,60.15,71.2
63060,63040,60.04,71.18
63120,63100,59.36,71.05
63180,63160,59.84,71.09
63240,63220,60.01,71.13
63300,63280,59.98,71.13
63360,63340,59.97,71.15
63420,63400,59.91,71.15
63480,63460,59.85,71.13
63540,63520,59.88,71.17
63600,63580,59.85,71.13
63660,63640,59.91,71.13
63720,63700,59.87,71.17
63780,63760,59.88,71.17
63840,63820,59.94,71.15
63900,63880,59.92,71.17
63960,63940,60.01,71.13
64020,64000,59.95,71.13
64080,64060,60.02,71.17
64140,64120,60.0,71.17
64200,64180,60.02,71.18
64260,64240,59.94,71.18
64320,64300,59.85,71.18
64380,64360,59.81,71.11
64440,64420,59.81,71.15
64500,64480,59.82,71.15
64560,64540,59.82,71.18
64620,64600,59.82,71.17
64680,64660,59.69,71.17
64740,64720,59.74,71.18
64800,64780,60.12,71.24
64860,64840,60.09,71.2
64920,64900,60.0,71.26
64980,64960,59.97,71.26
65040,65020,59.92,71.24
65100,65080,59.95,71.26
65160,65140,59.93,71.2
65220,65200,59.85,71.26
65280,65260,59.9,71.22
65340,65320,59.85,71.24
65400,65380,59.91,71.2
65460,65440,59.98,71.22
65520,65500,60.05,71.22
65580,65560,60.13,71.26
65640,65620,60.08,71.26
65700,65680,60.05,71.2
65760,65740,60.07,71.22
65820,65800,60.07,71.2
65880,65860,60.14,71.2
65940,65920,60.2,71.2
66000,65980,60.39,71.24
66060,66040,60.27,71.28
66120,66100,60.2,71.26
66180,66160,60.32,71.26
66240,66220,60.38,71.24
66300,66280,60.45,71.26
66360,66340,60.48,71.22
66420,66400,60.43,71.24
66480,66460,60.42,71.24
66540,66520,60.47,71.28
66600,66580,60.52,71.2
66660,66640,60.45,71.2
66720,66700,60.45,71.24
66780,66760,60.5,71.2
66840,66820,60.56,71.2
66900,66880,60.78,71.3
66960,66940,60.69,71.24
67020,67000,60.71,71.24
67080,67060,60.7,71.2
67140,67120,60.65,71.24
67200,67180,60.65,71.2
67260,67240,60.65,71.22
67320,67300,60.67,71.2
67380,67360,60.67,71.2
67440,67420,60.69,71.17
67500,67480,60.67,71.2
67560,67540,60.72,71.2
67620,67600,60.75,71.13
67680,67660,60.75,71.2
67740,67720,60.68,71.15
67800,67780,60.68,71.11
67860,67840,60.7,71.11
67920,67900,60.64,71.13
67980,67960,60.67,71.13
68040,68020,60.72,71.15
68100,68080,60.72,71.07
68160,68140,60.7,71.11
68220,68200,60.72,71.11
68280,68260,60.72,71.09
68340,68320,60.75,71.09
68400,68380,60.74,71.09
68460,68440,60.75,71.07
68520,68500,60.73,71.05
68580,68560,60.74,71.05
68640,68620,60.75,71.03
68700,68680,60.68,71.05
68760,68740,60.65,71.01
68820,68800,60.66,71.03
68880,68860,60.7,70.99
68940,68920,60.68,70.99
69000,68980,60.71,71.01
69060,69040,60.74,70.99
69120,69100,60.8,71.01
69180,69160,60.81,70.99
69240,69220,60.81,70.97
69300,69280,60.77,70.95
69360,69340,60.75,70.95
69420,69400,60.75,70.91
69480,69460,60.75,70.91
69540,69520,60.81,70.93
69600,69580,60.77,70.91
69660,69640,60.82,70.91
69720,69700,60.83,70.91
69780,69760,60.81,70.88
69840,69820,60.72,70.89
69900,69880,60.75,70.93
69960,69940,60.78,70.86
70020,70000,60.81,70.88
70080,70060,60.76,70.86
70140,70120,60.69,70.84
70200,70180,60.75,70.86
70260,70240,60.78,70.86
70320,70300,60.83,70.86
70380,70360,60.81,70.86
70440,70420,60.83,70.86
70500,70480,60.81,70.86
70560,70540,60.8,70.86
70620,70600,60.68,70.86
70680,70660,60.68,70.91
70740,70720,60.54,70.91
70800,70780,60.72,70.89
70860,70840,60.52,70.95
70920,70900,60.59,70.95
70980,70960,60.69,70.93
71040,71020,60.78,70.89
71100,71080,60.8,70.89
71160,71140,60.88,70.88
71220,71200,60.91,70.88
71280,71260,60.81,70.86
71340,71320,60.69,70.84
71400,71380,60.81,70.84
71460,71440,60.68,70.8
71520,71500,60.78,70.78
71580,71560,60.76,70.78
71640,71620,60.86,70.78
71700,71680,60.73,70.8
71760,71740,60.79,70.76
71820,71800,60.8,70.76
71880,71860,60.82,70.74
71940,71920,60.9,70.74
72000,71980,60.96,70.76
72060,72040,60.99,70.7
72120,72100,60.91,70.72
72180,72160,60.89,70.72
72240,72220,61.02,70.68
72300,72280,60.84,70.66
72360,72340,60.88,70.7
72420,72400,60.87,70.66
72480,72460,60.95,70.66
72540,72520,60.96,70.62
72600,72580,60.92,70.66
72660,72640,60.78,70.66
72720,72700,60.88,70.66
72780,72760,60.68,70.66
72840,72820,60.81,70.62
72900,72880,60.62,70.62
72960,72940,60.77,70.61
73020,73000,60.67,70.61
73080,73060,60.67,70.61
73140,73120,60.69,70.59
73200,73180,60.81,70.57
73260,73240,60.54,70.59
73320,73300,60.63,70.61
73380,73360,60.75,70.59
73440,73420,60.52,70.55
73500,73480,60.61,70.57
73560,73540,60.44,70.55
73620,73600,60.43,70.51
73680,73660,60.44,70.55
73740,73720,60.6,70.53
73800,73780,60.65,70.49
73860,73840,60.65,70.49
73920,73900,60.46,70.47
73980,73960,60.59,70.47
74040,74020,60.57,70.49
74100,74080,60.59,70.43
74160,74140,60.53,70.47
74220,74200,60.47,70.45
74280,74260,60.53,70.41
74340,74320,60.54,70.45
74400,74380,60.5,70.45
74460,74440,60.56,70.45
74520,74500,60.54,70.41
74580,74560,60.56,70.39
74640,74620,60.48,70.37
74700,74680,60.48,70.39
74760,74740,60.52,70.37
74820,74800,60.49,70.37
74880,74860,60.53,70.37
74940,74920,60.57,70.35
75000,74980,60.52,70.37
75060,75040,60.44,70.34
75120,75100,60.5,70.34
75180,75160,60.45,70.32
75240,75220,60.53,70.32
75300,75280,60.5,70.32
75360,75340,60.5,70.28
75420,75400,60.43,70.3
75480,75460,60.49,70.28
75540,75520,60.43,70.26
75600,75580,60.46,70.26
75660,75640,60.54,70.24
75720,75700,60.42,70.26
75780,75760,60.43,70.24
75840,75820,60.51,70.22
75900,75880,60.52,70.18
75960,75940,60.4,70.22
76020,76000,60.38,70.22
76080,76060,60.45,70.2
76140,76120,60.52,70.18
76200,76180,60.64,70.16
76260,76240,60.58,70.2
76320,76300,60.65,70.14
76380,76360,60.58,70.16
76440,76420,60.74,70.22
76500,76480,60.65,70.22
76560,76540,60.71,70.24
76620,76600,60.88,70.14
76680,76660,60.9,70.22
76740,76720,60.88,70.2
76800,76780,60.91,70.16
76860,76840,60.89,70.22
76920,76900,60.95,70.2
76980,76960,61.13,70.22
77040,77020,61.04,70.22
77100,77080,61.06,70.24
77160,77140,61.04,70.22
77220,77200,61.05,70.22
77280,77260,61.09,70.18
77340,77320,61.05,70.2
77400,77380,61.13,70.14
77460,77440,61.11,70.16
77520,77500,61.07,70.16
77580,77560,61.2,70.12
77640,77620,61.23,70.16
77700,77680,61.17,70.08
77760,77740,61.22,70.12
77820,77800,61.32,70.1
77880,77860,61.3,70.1
77940,77920,61.26,70.08
78000,77980,61.36,70.08
78060,78040,61.44,70.08
78120,78100,61.42,70.08
78180,78160,61.46,70.08
78240,78220,61.47,70.05
78300,78280,61.56,70.05
78360,78340,61.51,70.08
78420,78400,61.33,70.05
78480,78460,61.46,70.03
78540,78520,61.53,70.08
78600,78580,61.5,70.06
78660,78640,61.33,70.03
78720,78700,61.52,70.06
78780,78760,61.41,70.05
78840,78820,61.39,70.05
78900,78880,61.33,70.05
78960,78940,61.37,70.06
79020,79000,61.41,70.03
79080,79060,61.35,70.06
79140,79120,61.31,70.06
79200,79180,61.37,70.08
79260,79240,61.29,70.03
79320,79300,61.31,70.03
79380,79360,61.22,70.05
79440,79420,61.22,70.05
79500,79480,61.22,70.03
79560,79540,61.2,70.06
79620,79600,61.3,70.06
79680,79660,61.27,70.06
79740,79720,61.25,70.05
79800,79780,61.17,70.06
79860,79840,61.22,70.05
79920,79900,61.25,70.08
79980,79960,61.13,70.06
80040,80020,61.14,70.03
80100,80080,61.04,70.05
80160,80140,61.1,70.06
80220,80200,61.04,70.05
80280,80260,60.87,70.05
80340,80320,60.94,70.06
80400,80380,60.91,70.06
80460,80440,60.88,70.06
80520,80500,60.95,70.06
80580,80560,60.97,70.08
80640,80620,60.88,70.05
80700,80680,60.93,70.03
80760,80740,61.16,70.08
80820,80800,61.04,70.05
80880,80860,60.91,70.06
80940,80920,61.0,70.05
81000,80980,61.1,70.06
81060,81040,61.06,70.05
81120,81100,61.1,70.06
81180,81160,61.17,70.06
81240,81220,61.25,70.06
81300,81280,61.33,70.08
81360,81340,61.36,70.05
81420,81400,61.37,70.05
81480,81460,61.4,70.12
81540,81520,61.25,70.03
81600,81580,61.44,70.03
81660,81640,61.52,70.06
81720,81700,61.6,70.06
81780,81760,61.6,70.01
81840,81820,61.49,70.01
81900,81880,61.53,70.03
81960,81940,61.55,70.03
82020,82000,61.54,70.01
82080,82060,61.61,69.99
82140,82120,61.64,70.01
82200,82180,61.63,69.99
82260,82240,61.69,69.95
82320,82300,61.78,69.97
82380,82360,61.81,69.97
82440,82420,61.82,69.93
82500,82480,61.7,69.97
82560,82540,61.72,69.95
82620,82600,61.76,69.93
82680,82660,61.75,69.97
82740,82720,61.81,69.97
82800,82780,61.87,69.97
82860,82840,61.89,69.91
82920,82900,61.94,69.93
82980,82960,61.95,69.91
83040,83020,62.04,69.89
83100,83080,61.96,69.89
83160,83140,62.04,69.87
83220,83200,61.97,69.89
83280,83260,61.91,69.89
83340,83320,62.0,69.85
83400,83380,62.0,69.87
83460,83440,62.04,69.83
83520,83500,62.04,69.87
83580,83560,62.15,69.85
83640,83620,62.16,69.81
83700,83680,62.13,69.81
83760,83740,61.91,69.83
83820,83800,61.76,69.87
83880,83860,61.68,69.87
83940,83920,61.65,69.83
84000,83980,61.74,69.79
84060,84040,61.78,69.78
84120,84100,61.88,69.78
84180,84160,62.0,69.76
84240,84220,61.97,69.76
84300,84280,62.07,69.74
84360,84340,62.17,69.76
84420,84400,62.16,69.74
84480,84460,62.23,69.7
84540,84520,62.27,69.7
84600,84580,62.33,69.7
84660,84640,62.35,69.7
84720,84700,62.33,69.66
84780,84760,62.35,69.64
84840,84820,62.36,69.62
84900,84880,62.36,69.58
84960,84940,62.31,69.6
85020,85000,62.29,69.56
85080,85060,62.3,69.56
85140,85120,62.36,69.56
85200,85180,62.36,69.56
85260,85240,62.39,69.52
85320,85300,62.44,69.52
85380,85360,62.5,69.52
85440,85420,62.47,69.5
85500,85480,62.51,69.5
85560,85540,62.51,69.47
85620,85600,62.56,69.45
85680,85660,62.52,69.49
85740,85720,62.47,69.43
85800,85780,62.49,69.43
85860,85840,62.47,69.45
85920,85900,62.55,69.43
85980,85960,62.61,69.37
86040,86020,62.64,69.37
86100,86080,62.75,69.37
86160,86140,62.78,69.37
86220,86200,62.82,69.33
86280,86260,62.8,69.33
86340,86320,62.82,69.25
86400,86380,62.87,69.29
86460,86440,62.94,69.31
86520,86500,62.96,69.35
86580,86560,62.99,69.27
86640,86620,62.95,69.27
86700,86680,63.0,69.25
86760,86740,63.0,69.23
86820,86800,63.09,69.25
86880,86860,63.1,69.25
86940,86920,63.15,69.25
87000,86980,63.2,69.2
87060,87040,63.26,69.22
87120,87100,63.25,69.18
87180,87160,63.3,69.2
87240,87220,63.29,69.18
87300,87280,63.25,69.18
87360,87340,63.24,69.14
87420,87400,63.29,69.14
87480,87460,63.33,69.16
87540,87520,63.36,69.12
87600,87580,63.36,69.08
87660,87640,63.32,69.12
87720,87700,63.36,69.1
87780,87760,63.33,69.12
87840,87820,63.35,69.1
87900,87880,63.31,69.12
87960,87940,63.26,69.08
88020,88000,63.29,69.06
88080,88060,63.32,69.06
88140,88120,63.39,69.06
88200,88180,63.44,69.06
88260,88240,63.42,69.06
88320,88300,63.43,69.04
88380,88360,63.46,69.02
88440,88420,63.48,69.0
88500,88480,63.46,68.98
88560,88540,63.33,68.98
88620,88600,63.34,68.98
88680,88660,63.3,68.98
88740,88720,63.39,68.96
88800,88780,63.39,68.91
88860,88840,63.44,68.91
88920,88900,63.48,68.91
88980,88960,63.58,68.89
89040,89020,63.61,68.91
89100,89080,63.6,68.93
89160,89140,63.62,68.93
89220,89200,63.58,68.89
89280,89260,63.59,68.89
89340,89320,63.61,68.93
89400,89380,63.64,68.87
89460,89440,63.6,68.89
89520,89500,63.61,68.89
89580,89560,63.58,68.87
89640,89620,63.64,68.89
89700,89680,63.65,68.87
89760,89740,63.71,68.85
89820,89800,63.65,68.81
89880,89860,63.62,68.85
89940,89920,63.69,68.83
90000,89980,63.75,68.83
90060,90040,63.68,68.83
90120,90100,63.68,68.77
90180,90160,63.75,68.81
90240,90220,63.81,68.75
90300,90280,63.86,68.77
90360,90340,63.95,68.75
90420,90400,63.96,68.77
90480,90460,63.95,68.81
90540,90520,63.95,68.75
90600,90580,63.85,68.73
90660,90640,63.81,68.79
90720,90700,63.73,68.69
90780,90760,63.82,68.73
90840,90820,63.88,68.73
90900,90880,63.9,68.67
90960,90940,63.97,68.66
91020,91000,64.08,68.62
91080,91060,64.16,68.6
91140,91120,64.22,68.66
91200,91180,64.32,68.66
91260,91240,64.41,68.6
91320,91300,64.35,68.62
91380,91360,64.33,68.62
91440,91420,64.35,68.6
91500,91480,64.29,68.6
91560,91540,64.29,68.62
91620,91600,64.23,68.6
91680,91660,64.22,68.58
91740,91720,64.24,68.56
91800,91780,64.25,68.54
91860,91840,64.26,68.56
91920,91900,64.33,68.54
91980,91960,64.33,68.52
92040,92020,64.4,68.48
92100,92080,64.47,68.52
92160,92140,64.35,68.5
92220,92200,64.38,68.5
92280,92260,64.48,68.5
92340,92320,64.45,68.5
92400,92380,64.38,68.46
92460,92440,64.43,68.46
92520,92500,64.36,68.42
92580,92560,64.38,68.44
92640,92620,64.43,68.42
92700,92680,64.45,68.44
92760,92740,64.58,68.42
92820,92800,64.59,68.4
92880,92860,64.55,68.42
92940,92920,64.54,68.42
93000,92980,64.53,68.4
93060,93040,64.51,68.39
93120,93100,64.45,68.39
93180,93160,64.47,68.39
93240,93220,64.31,68.37
93300,93280,64.35,68.33
93360,93340,64.48,68.35
93420,93400,64.56,68.37
93480,93460,64.55,68.33
93540,93520,64.53,68.33
93600,93580,64.52,68.33
93660,93640,64.51,68.31
93720,93700,64.54,68.33
93780,93760,64.51,68.33
93840,93820,64.45,68.31
93900,93880,64.57,68.27
93960,93940,64.64,68.27
94020,94000,64.81,68.6
94080,94060,63.54,69.2
94140,94120,63.19,69.29
94200,94180,63.07,69.25
94260,94240,62.99,69.31
94320,94300,62.94,69.29
94380,94360,62.89,69.33
94440,94420,62.83,69.35
94500,94480,62.76,69.37
94560,94540,62.71,69.35
94620,94600,62.65,69.39
94680,94660,62.62,69.37
94740,94720,62.58,69.41
94800,94780,62.58,69.41
94860,94840,62.55,69.39
94920,94900,62.54,69.47
94980,94960,62.55,69.43
95040,95020,62.53,69.47
95100,95080,62.54,69.49
95160,95140,62.53,69.47
95220,95200,62.53,69.45
95280,95260,62.52,69.49
95340,95320,62.54,69.47
95400,95380,62.55,69.47
95460,95440,62.68,69.49
95520,95500,62.3,69.35
95580,95560,62.09,69.31
95640,95620,62.15,69.27
95700,95680,62.24,69.2
95760,95740,62.37,69.14
95820,95800,62.6,69.12
95880,95860,62.68,69.06
95940,95920,62.72,69.04
96000,95980,62.85,69.02
96060,96040,62.92,68.93
96120,96100,63.0,68.91
96180,96160,63.13,68.89
96240,96220,63.3,68.89
96300,96280,63.36,68.87
96360,96340,63.34,68.81
96420,96400,63.31,68.79
96480,96460,63.34,68.75
96540,96520,63.46,68.73
96600,96580,63.53,68.71
96660,96640,63.6,68.73
96720,96700,63.61,68.69
96780,96760,63.67,68.69
96840,96820,63.72,68.67
96900,96880,63.81,68.64
96960,96940,63.9,68.66
97020,97000,63.93,68.62
97080,97060,63.98,68.64
97140,97120,64.03,68.6
97200,97180,64.1,68.6
97260,97240,64.08,68.6
97320,97300,64.12,68.6
97380,97360,64.16,68.56
97440,97420,64.18,68.54
97500,97480,64.15,68.54
97560,97540,64.08,68.56
97620,97600,64.0,68.52
97680,97660,64.06,68.46
97740,97720,64.09,68.5
97800,97780,64.13,68.46
97860,97840,64.29,68.48
97920,97900,64.32,68.44
97980,97960,64.33,68.44
98040,98020,64.3,68.42
98100,98080,64.36,68.42
98160,98140,64.39,68.42
98220,98200,64.39,68.4
98280,98260,64.45,68.37
98340,98320,64.41,68.39
98400,98380,64.41,68.35
98460,98440,64.44,68.39
98520,98500,64.48,68.33
98580,98560,64.5,68.37
98640,98620,64.51,68.37
98700,98680,64.5,68.33
98760,98740,64.45,68.33
98820,98800,64.46,68.31
98880,98860,64.51,68.27
98940,98920,64.55,68.29
99000,98980,64.52,68.31
99060,99040,64.55,68.29
99120,99100,64.55,68.27
99180,99160,64.62,68.27
99240,99220,64.63,68.25
99300,99280,64.63,68.23
99360,99340,64.58,68.27
99420,99400,64.58,68.21
99480,99460,64.6,68.23
99540,99520,64.61,68.21
99600,99580,64.67,68.21
99660,99640,64.64,68.17
99720,99700,64.67,68.17
99780,99760,64.64,68.17
99840,99820,64.7,68.17
99900,99880,64.73,68.17
99960,99940,64.75,68.1
100020,100000,64.77,68.15
100080,100060,64.77,68.15
100140,100120,64.77,68.13
100200,100180,64.8,68.17
100260,100240,64.74,68.1
100320,100300,64.71,68.15
100380,100360,64.67,68.13
100440,100420,64.64,68.11
100500,100480,64.72,68.1
100560,100540,64.73,68.08
100620,100600,64.73,68.08
100680,100660,64.74,68.08
100740,100720,64.77,68.08
100800,100780,64.77,68.08
100860,100840,64.8,68.08
100920,100900,64.84,68.08
100980,100960,64.8,68.1
101040,101020,64.77,68.06
101100,101080,64.73,68.06
101160,101140,64.77,68.0
101220,101200,64.79,68.06
101280,101260,64.85,68.0
101340,101320,64.9,68.06
101400,101380,64.85,68.04
101460,101440,64.82,68.0
101520,101500,64.77,68.06
101580,101560,64.75,68.06
101640,101620,64.74,68.04
101700,101680,64.75,68.02
101760,101740,64.77,68.04
101820,101800,64.79,68.0
101880,101860,64.79,68.04
101940,101920,64.81,68.0
102000,101980,64.82,68.0
102060,102040,64.82,68.02
102120,102100,64.85,68.04
102180,102160,64.85,68.06
102240,102220,64.87,68.04
102300,102280,64.83,68.02
102360,102340,64.87,68.0
102420,102400,64.89,68.0
102480,102460,64.91,68.02
102540,102520,64.95,68.0
102600,102580,64.91,68.0
102660,102640,64.9,68.02
102720,102700,64.93,67.98
102780,102760,64.97,67.96
102840,102820,64.97,68.0
102900,102880,64.97,67.98
102960,102940,64.95,67.94
103020,103000,64.88,67.94
103080,103060,64.83,67.96
103140,103120,64.91,67.96
103200,103180,64.96,67.98
103260,103240,64.9,68.0
103320,103300,64.87,67.98
103380,103360,64.83,67.96
103440,103420,64.89,67.94
103500,103480,64.93,67.94
103560,103540,64.8,67.96
103620,103600,64.77,67.94
103680,103660,64.79,67.94
103740,103720,64.87,67.96
103800,103780,64.83,67.94
103860,103840,64.77,67.96
103920,103900,64.7,67.94
103980,103960,64.72,67.94
104040,104020,64.64,67.92
104100,104080,64.61,67.92
104160,104140,64.6,67.9
104220,104200,64.62,67.92
104280,104260,64.57,67.88
104340,104320,64.67,67.86
104400,104380,64.86,67.86
104460,104440,64.88,67.88
104520,104500,64.87,67.9
104580,104560,64.84,67.92
104640,104620,64.8,67.9
104700,104680,64.67,67.9
104760,104740,64.67,67.88
104820,104800,64.58,67.9
104880,104860,64.58,67.86
104940,104920,64.57,67.9
105000,104980,64.59,67.9
105060,105040,64.51,67.92
105120,105100,64.55,67.88
105180,105160,64.51,67.9
105240,105220,64.49,67.88
105300,105280,64.47,67.9
105360,105340,64.45,67.9
105420,105400,64.5,67.88
105480,105460,64.38,67.9
105540,105520,64.35,67.88
105600,105580,64.35,67.86
105660,105640,64.43,67.88
105720,105700,64.45,67.86
105780,105760,64.38,67.86
105840,105820,64.53,67.88
105900,105880,64.5,67.86
105960,105940,64.41,67.9
106020,106000,64.4,67.86
106080,106060,64.41,67.9
106140,106120,64.52,67.84
106200,106180,64.48,67.86
106260,106240,64.51,67.84
106320,106300,64.45,67.88
106380,106360,64.46,67.9
106440,106420,64.53,67.88
106500,106480,64.41,67.9
106560,106540,64.55,67.9
106620,106600,64.47,67.9
106680,106660,64.39,67.9
106740,106720,64.42,67.9
106800,106780,63.89,68.56
106860,106840,63.45,68.66
106920,106900,63.3,68.69
106980,106960,63.21,68.73
107040,107020,63.16,68.75
107100,107080,63.09,68.83
107160,107140,63.03,68.83
107220,107200,63.0,68.85
107280,107260,63.03,68.83
107340,107320,62.94,68.91
107400,107380,62.92,68.95
107460,107440,62.88,68.93
107520,107500,62.88,68.96
107580,107560,62.85,68.98
107640,107620,62.81,68.96
107700,107680,62.81,68.98
107760,107740,62.78,69.0
107820,107800,62.79,69.04
107880,107860,62.61,69.22
107940,107920,62.27,69.35
108000,107980,62.16,69.43
108060,108040,62.28,69.37
108120,108100,62.34,69.35
108180,108160,62.37,69.29
108240,108220,62.4,69.31
108300,108280,62.41,69.27
108360,108340,62.45,69.31
108420,108400,62.41,69.27
108480,108460,62.41,69.27
108540,108520,62.44,69.33
108600,108580,62.37,69.31
108660,108640,62.44,69.33
108720,108700,62.42,69.31
108780,108760,62.36,69.33
108840,108820,62.36,69.33
108900,108880,62.33,69.33
108960,108940,62.33,69.35
109020,109000,62.31,69.35
109080,109060,62.28,69.37
109140,109120,62.29,69.35
109200,109180,62.28,69.37
109260,109240,62.29,69.39
109320,109300,62.23,69.41
109380,109360,62.23,69.47
109440,109420,62.2,69.47
109500,109480,62.17,69.45
109560,109540,62.2,69.47
109620,109600,62.2,69.47
109680,109660,62.18,69.39
109740,109720,62.36,69.5
109800,109780,62.13,69.6
109860,109840,62.1,69.64
109920,109900,62.07,69.66
109980,109960,62.05,69.79
110040,110020,61.87,69.78
110100,110080,62.02,69.83
110160,110140,61.9,69.7
110220,110200,61.92,69.64
110280,110260,62.0,69.54
110340,110320,62.07,69.52
110400,110380,62.19,69.43
110460,110440,62.21,69.39
110520,110500,62.25,69.37
110580,110560,62.36,69.37
110640,110620,62.39,69.29
110700,110680,62.48,69.27
110760,110740,62.52,69.25
110820,110800,62.57,69.23
110880,110860,62.59,69.22
110940,110920,62.61,69.16
111000,110980,62.66,69.2
111060,111040,62.68,69.18
111120,111100,62.74,69.1
111180,111160,62.84,69.12
111240,111220,62.95,69.12
111300,111280,62.98,69.22
111360,111340,62.94,69.22
111420,111400,62.97,69.22
111480,111460,63.03,69.2
111540,111520,63.05,69.23
111600,111580,63.0,69.2
111660,111640,63.0,69.22
111720,111700,62.97,69.2
111780,111760,62.97,69.18
111840,111820,62.98,69.12
111900,111880,62.96,69.18
111960,111940,62.99,69.14
112020,112000,62.99,69.14
112080,112060,62.93,69.18
112140,112120,62.9,69.14
112200,112180,62.87,69.2
112260,112240,62.87,69.14
112320,112300,62.85,69.14
112380,112360,62.83,69.18
112440,112420,62.81,69.16
112500,112480,62.8,69.16
112560,112540,62.78,69.16
112620,112600,62.76,69.16
112680,112660,62.74,69.16
112740,112720,62.72,69.18
112800,112780,62.69,69.16
112860,112840,62.68,69.16
112920,112900,62.7,69.14
112980,112960,62.68,69.14
113040,113020,62.65,69.16
113100,113080,62.65,69.16
113160,113140,62.65,69.16
113220,113200,62.61,69.16
113280,113260,62.61,69.18
113340,113320,62.61,69.12
113400,113380,62.59,69.14
113460,113440,62.59,69.12
113520,113500,62.59,69.14
113580,113560,62.58,69.16
113640,113620,62.55,69.14
113700,113680,62.57,69.16
113760,113740,62.53,69.18
113820,113800,62.51,69.14
113880,113860,62.5,69.18
113940,113920,62.49,69.18
114000,113980,62.47,69.2
114060,114040,62.45,69.16
114120,114100,62.48,69.18
114180,114160,62.44,69.2
114240,114220,62.42,69.16
114300,114280,62.42,69.22
114360,114340,62.42,69.18
114420,114400,62.4,69.2
114480,114460,62.39,69.2
114540,114520,62.37,69.2
114600,114580,62.37,69.2
114660,114640,62.34,69.23
114720,114700,62.35,69.23
114780,114760,62.36,69.22
114840,114820,62.34,69.25
114900,114880,62.36,69.2
114960,114940,62.36,69.23
115020,115000,62.36,69.22
115080,115060,62.34,69.2
115140,115120,62.36,69.22
115200,115180,62.33,69.2
115260,115240,62.34,69.22
115320,115300,62.33,69.22
115380,115360,62.3,69.2
115440,115420,62.31,69.2
115500,115480,62.33,69.25
115560,115540,62.3,69.23
115620,115600,62.32,69.23
115680,115660,62.29,69.23
115740,115720,62.3,69.25
115800,115780,62.31,69.25
115860,115840,62.29,69.23
115920,115900,62.29,69.23
115980,115960,62.3,69.27
116040,116020,62.29,69.23
116100,116080,62.29,69.25
116160,116140,62.27,69.23
116220,116200,62.27,69.27
116280,116260,62.25,69.25
116340,116320,62.23,69.27
116400,116380,62.24,69.25
116460,116440,62.24,69.25
116520,116500,62.22,69.27
116580,116560,62.23,69.23
116640,116620,62.2,69.25
116700,116680,62.2,69.29
116760,116740,62.2,69.31
116820,116800,62.2,69.27
116880,116860,62.19,69.29
116940,116920,62.18,69.29
117000,116980,62.17,69.29
117060,117040,62.16,69.31
117120,117100,62.19,69.27
117180,117160,62.2,69.27
117240,117220,62.16,69.33
117300,117280,62.15,69.31
117360,117340,62.15,69.31
117420,117400,62.16,69.33
117480,117460,62.15,69.33
117540,117520,62.16,69.33
117600,117580,62.17,69.33
117660,117640,62.16,69.33
117720,117700,62.16,69.33
117780,117760,62.14,69.33
117840,117820,62.14,69.35
117900,117880,62.14,69.33
117960,117940,62.14,69.31
118020,118000,62.13,69.35
118080,118060,62.16,69.35
118140,118120,62.12,69.37
118200,118180,62.1,69.35
118260,118240,62.1,69.37
118320,118300,62.1,69.39
118380,118360,62.09,69.35
118440,118420,62.09,69.37
118500,118480,62.1,69.33
118560,118540,62.1,69.39
118620,118600,62.09,69.37
118680,118660,62.07,69.39
118740,118720,62.07,69.37
118800,118780,62.06,69.37
118860,118840,62.06,69.37
118920,118900,62.07,69.39
118980,118960,62.04,69.45
119040,119020,62.02,69.39
119100,119080,62.01,69.37
119160,119140,62.03,69.41
119220,119200,62.07,69.41
119280,119260,62.04,69.41
119340,119320,62.01,69.41
119400,119380,62.0,69.41
119460,119440,62.03,69.43
119520,119500,62.03,69.41
119580,119560,62.04,69.41
119640,119620,62.0,69.43
